ComfyUI_Eclipse	16730	36	2026-09-23	https://github.com/r-vage/ComfyUI_Eclipse	Comprehensive ComfyUI custom node suite featuring Smart Prompt with wildcards, a pipe ecosystem, universal type converte
comfyui-videodircombiner	16221	8	2024-12-22	https://github.com/DarioFT/ComfyUI-VideoDirCombiner	A custom node for ComfyUI that combines multiple videos from a directory with optional transitions and background music.
XB_ToolBox	15369	327	2026-08-21	https://github.com/wjluoxiao/XB_ToolBox	XB_ToolBox: An easy-to-use ComfyUI custom node suite that streamlines workflow generation. Featuring exclusive data-flow
comfyui-crewai	14146	63	2025-01-17	https://github.com/luandev/ComfyUI-CrewAI	ComfyUI-CrewAI aims to integrate Crew AI's multi-agent collaboration framework into the ComfyUI environment. By combinin
ComfyUI-Qwen-Omni	13556	41	2025-06-08	https://github.com/SXQBW/ComfyUI-Qwen-Omni	ComfyUI-Qwen-Omni is the first ComfyUI plugin supporting end-to-end multimodal interaction.  Integrating the Qwen2.5-Omn
audio-batch	12589	8	2025-07-26	https://github.com/set-soft/ComfyUI-AudioBatch	Audio batch creation, extraction, information, resample, mono and stereo conversion. Also cut, concatenate, blend (mix) 
comfyui-whisper-translator	12463	12	2025-01-04	https://github.com/civen-cn/ComfyUI-Whisper-Translator	Nodes related to [Whisper](https://github.com/openai/whisper).
HeartMuLa_ComfyUI	11937	435	2026-01-18	https://github.com/benjiyaya/HeartMuLa_ComfyUI	ComfyUI Custom Node for HeartMuLa AI Music Generation and Transcript Text
ComfyUI-Zonos	11783	73	2025-02-22	https://github.com/BuffMcBigHuge/ComfyUI-Zonos	TTS with Zyphra Zonos
ComfyUI_XISER_Nodes	11405	29	2026-01-31	https://github.com/grinlau18/ComfyUI_XISER_Nodes	This extension integrates interactive multi-layer canvas editing, multimodal LLM intelligent processing (supporting main
dynamic-ramcache	10571	82	2025-11-29	https://github.com/Windecay/ComfyUI_Dynamic-RAMCache	A custom node for ComfyUI that dynamically manages RAM usage by intelligently controlling cache purging based on availab
comfyui-gguf-loader	9991	13	2026-08-25	https://github.com/ChrisColeTech/ComfyUI-GGUF-Loader	🚀 CCTech GGUF loaders for ComfyUI — UNET / CLIP quantization, dual VAE, ClipProj, Scenema Audio, MiniMax Music 3, stem s
lazy-pony-prompter	9814	54	2024-11-04	https://github.com/Siberpone/lazy-pony-prompter	A booru API powered prompt generator for A1111 and ComfyUI with flexible tag filtering system and customizable prompt te
Comfyui-VideoConcat	9739	0	2025-09-26	https://github.com/ahkimkoo/Comfyui-VideoConcat	Video file management and merging capabilities, fully compatible with the VideoHelperSuite plugin ecosystem.
ComfyUI-Kitchen-nvfp4-converter	9592	105	2026-08-09	https://github.com/tritant/ComfyUI_Kitchen_nvfp4_Converter	Quantize diffusion models to W4A8_INT8, NVFP4, MXFP8, INT8 ConvRot or INT4 ConvRot using ComfyUI's internal kitchen. Per
comfyui-image-captioner	9568	29	2024-08-01	https://github.com/neverbiasu/ComfyUI-Image-Captioner	A ComfyUI extension for generating captions for your images. Runs on your own system, no external services used, no filt
audio-separation	9386	31	2026-02-11	https://github.com/set-soft/AudioSeparation	Audio separation (aka demixing) nodes, for Vocals, Instruments, Bass, Drums and Others (experimental Piano and Guitar). 
hunyuanvideo-foley	8613	179	2025-09-05	https://github.com/if-ai/ComfyUI_HunyuanVideoFoley	ComfyUI custom node for HunyuanVideo-Foley text-video-to-audio synthesis
customdia	8443	14	2025-04-26	https://github.com/nobrainX2/comfyUI-customDia	This is a ComfyUI integration of the [a/Dia TTS model](https://github.com/nari-labs/dia/). Many thanks to nari-labs for 
sparktts_mw	7838	52	2025-05-23	https://github.com/billwuhao/ComfyUI_SparkTTS	Using Spark-TTS in Comfyui. Spark-TTS: An Efficient LLM-Based Text-to-Speech Model with Single-Stream Decoupled Speech T
comfyui-if_ai_wishperspeechnode	7807	46	2025-03-09	https://github.com/if-ai/ComfyUI-IF_AI_WishperSpeechNode	This repository hosts a Text-to-Speech (TTS) application that leverages Whisper Speech for voice synthesis, allowing use
comfyui-minimaxh3-contex-loop	7330	458	2026-09-08	https://github.com/ethanfel/ComfyUI-MiniMaxH3-Contex-Loop	Recursive, checkpointed MiniMax H3 scene loops plus native-first AV target masking for inpainting, motion/audio continui
comfyui-step-audio-editx-tts	7314	63	2025-11-17	https://github.com/Saganaki22/ComfyUI-Step_Audio_EditX_TTS	Professional voice cloning and audio editing node for ComfyUI using Step Audio EditX
aiia	7041	13	2026-02-24	https://github.com/havvk/ComfyUI_AIIA	Advanced AI Audio/Video toolkit for ComfyUI. Features Multi-Role Podcast/Dialogue Generation, High-Fidelity Voice Clonin
majoor-assetsmanager	6888	135	2026-07-09	https://github.com/MajoorWaldi/ComfyUI-Majoor-AssetsManager	Majoor Assets Manager is an advanced asset browser for ComfyUI that provides a comprehensive solution for managing, orga
comfyui_fl-heartmula	6883	134	2026-09-14	https://github.com/filliptm/ComfyUI_FL-HeartMuLa	FL HeartMuLa - Multilingual AI music generation nodes for ComfyUI. Generate full songs with lyrics using the HeartMuLa m
SaveImageWithMetaDataUniversal	6330	28	2026-07-21	https://github.com/xxmjskxx/ComfyUI_SaveImageWithMetaDataUniversal	Node for saving PNGs, WEBPs, and JPEGs with rich automatically captured metadata from any node: prompts, model/VAE/LoRA 
easy-comfy-nodes	6223	18	2024-07-08	https://github.com/wmatson/easy-comfy-nodes	A collection of utility nodes primarily for interacting with comfy via automated systems
ACE-Step-ComfyUI	6137	79	2026-03-01	https://github.com/ace-step/ACE-Step-ComfyUI	Official ComfyUI node for ACE-Step v1.5 AI music generation via ACEMusic API
comfyui_msspeech_tts	5530	29	2024-05-25	https://github.com/chflame163/ComfyUI_MSSpeech_TTS	A text-to-speech plugin used under ComfyUI. It utilizes the Microsoft Speech TTS interface to convert text content into 
ComfyUI-Qwen-TTS	5520	5	2025-09-23	https://github.com/mailzwj/ComfyUI-Qwen-TTS.git	Qwen-TTS nodes for ComfyUI
ComfyUI-Layers-Utility	5255	72	2025-10-07	https://github.com/tritant/ComfyUI_Layers_Utility	This custom node for ComfyUI provides a powerful and flexible dynamic layering system, similar to what you would find in
comfyui-enhancement-utils	5116	35	2026-08-05	https://github.com/phazei/ComfyUI-Enhancement-Utils	A curated set of ComfyUI enhancements built on the V3 API with full subgraph support: real-time resource monitor (CPU/RA
comfyui_parlertts	5026	52	2024-06-25	https://github.com/smthemex/ComfyUI_ParlerTTS	you can using parlertts in comfyUI 
ComfyUI-MegaTTS	4878	51	2025-04-11	https://github.com/1038lab/ComfyUI-MegaTTS	ComfyUI custom node based on ByteDance's MegaTTS3, supporting Chinese and English text-to-speech with high-quality voice
img2colors-comfyui-node	4873	16	2025-01-05	https://github.com/christian-byrne/img2colors-comfyui-node	Extract the most common colors from an image, up to any number. Convert colors to plain English names using various colo
videoclipgenerator	4726	7	2025-10-28	https://github.com/lazniak/videoclipgenerator	Vibe Music Engine is a custom node  that processes audio input using OpenAI's Whisper models. It provides transcription,
comfyui-if_ai_parlerttsnode	4532	17	2025-03-14	https://github.com/if-ai/ComfyUI-IF_AI_ParlerTTSNode	Parler TTS is a zeroshot voice synthesis with emotion and entonations, you can control the voice style via text prompt
comfyui-easy-indextts2	4307	274	2025-09-16	https://github.com/yolain/ComfyUI-Easy-IndexTTS2	A ComfyUI custom node for zero-shot text-to-speech synthesis system.
comfyui-sonic	4200	1	2026-01-06	https://github.com/Sean-Bradley/ComfyUI-Sonic	Custom node that takes an audio mp3 and an image, and creates a lip synced video from them.
comfyui-enhancedlinksandnodes	4150	81	2026-03-24	https://github.com/AEmotionStudio/ComfyUI-EnhancedLinksandNodes	A visually stunning extension for ComfyUI that adds beautiful, customizable animations to both links and nodes in your w
comfyui-extras	3932	5	2025-03-25	https://github.com/assemly/comfyui-extras	A real-time system resource monitoring plugin designed for ComfyUI, helping you track computer resource usage during the
ComfyUI-FireRedTTS	3865	43	2025-09-16	https://github.com/1038lab/ComfyUI-FireRedTTS	A ComfyUI integration for FireRedTTS‑2, a real-time multi-speaker TTS system enabling high-quality, emotionally expressi
erax-wow-turbo-mw	3864	14	2025-05-23	https://github.com/billwuhao/ComfyUI_EraX-WoW-Turbo	Super fast multilingual speech recognition model based on Whisper Large-v3 Turbo. A node for ComfyUI.
ComfyUI-F5-TTS-TH	3769	14	2026-01-24	https://github.com/gordon123/ComfyUI-F5-TTS-TH	From F5-TTS for Thai language only เอาไว้สังเคราะห์เสียงภาษาไทย ตัวอย่างการใช้ https://youtu.be/Hpa2dnaRCmA
comfyui_beatbyte	3741	11	2024-12-28	https://github.com/c0ffymachyne/ComfyUI_BeatByte	Bytebeat is like composing music with the tools of a programmer’s toolkit. Instead of piano keys, you have operators lik
ComfyUI-omnivoice-tts	3620	555	2026-06-11	https://github.com/Saganaki22/ComfyUI-OmniVoice-TTS	ComfyUI custom nodes for OmniVoice TTS | voice clone, multi-speaker, voice design, text-to-speech
comfyui-diatts	3549	7	2026-02-16	https://github.com/BobRandomNumber/ComfyUI-DiaTTS	An implementation of Nari-Labs Dia TTS
comfyui-kokorotts	3434	13	2025-02-24	https://github.com/1038lab/ComfyUI-KokoroTTS	ComfyUI-KokoroTTS is a powerful text-to-speech node for ComfyUI. It leverages the KokoroTTS to convert text into natural
ComfyUI-MiniMaxH3Mod	3388	212	2026-09-13	https://github.com/Luisacaotica/ComfyUI-MiniMaxH3Mod	Extract, save and combine reusable MiniMax H3 image, video and audio references as RefMod safetensors, with a unified Ma
Preview_Selector	3263	2	2025-08-06	https://github.com/NyaFuP/ComfyUI_Preview_Selector	A floating dialog-based image preview and selection system for ComfyUI.
comfyui-kaola-ace-step	3231	29	2026-02-22	https://github.com/kana112233/ComfyUI-kaola-ace_step	ACE-Step 1.5 music generation nodes for ComfyUI - Generate high-quality music from text
fl-acestep-training	3164	148	2026-04-25	https://github.com/filliptm/ComfyUI-FL-AceStep-Training	FL AceStep Training - LoRA Training nodes for ACE-Step 1.5 in ComfyUI
11labs	3153	8	2025-05-27	https://github.com/gabe-init/ComfyUI-11labs	ComfyUI ElevenLabs TTS Node - Text-to-speech integration with advanced voice controls
aaa-metadata-system	3022	14	2025-12-19	https://github.com/EricRollei/AAA_Metadata_System	Advanced metadata management and multi-format image save/load system for ComfyUI including SVG, TIFF, and PSD with layer
notagen-mw	2926	65		https://github.com/billwuhao/ComfyUI_NotaGen	Symbolic Music Generation, NotaGen node for ComfyUI.
obvirm-whisperxx	2899	10	2026-08-09	https://github.com/obvirm/ComfyUI-WhisperCPP	WhisperCPP for ComfyUI - whisper.cpp with full CPP params, alignment, diarization
spark_tts	2825	4	2025-06-10	https://github.com/KERRY-YUAN/ComfyUI_Spark_TTS	Spark-TTS controllable synthesis and voice cloning. 用于可控语音合成和语音克隆，基于官方 Spark-TTS 库的核心逻辑实现。.
nanobanana2	2778	4	2026-05-30	https://github.com/IxMxAMAR/ComfyUI-NanoBanana2	Full-featured Google Gemini integration for ComfyUI - Image Gen, Vision, Text, Editing, Audio, Music, Video, Embeddings
herrgotts-h3-infinite-continuation-suite	2727	76	2026-08-11	https://github.com/HerrgottMargott/Herrgotts-H3-Infinite-Continuation-Suite	MiniMax H3 FL2VA long-video continuation for ComfyUI with freeze-safe native masked video context, independent audio-tai
ComfyUI-Chinese-CLIP	2681	2	2025-03-25	https://github.com/leeneo/ComfyUI-Chinese-CLIP	Support for directly inputting Chinese characters in the CLIP text box. The system will automatically translate them int
translate-offline	2652	3	2025-12-28	https://github.com/Jairodaniel-17/ComfyUI-translate-offline	ComfyUI-translate-offline is a custom node for ComfyUI designed to perform offline text translations using ONNX–based tr
ComfyUI-OrpheusTTS-LMStudio	2596	5	2025-09-10	https://github.com/phazei/ComfyUI-OrpheusTTS-LMStudio	Generate Orpheus TTS audio via LM Studio
comfyui-prompt-factory	2582	0	2025-03-26	https://github.com/satche/comfyui-prompt-factory	A modular system that adds randomness to prompt generation
qutets-mw	2558	9	2025-05-23	https://github.com/billwuhao/ComfyUI_OuteTTS	OuteTTS - Unified Text-To-Speech. A node for ComfyUI.
comfyui-h3-motion-context	2500	976	2026-09-06	https://github.com/NikoDemon80/ComfyUI-H3-Motion-Context	Clip chaining for MiniMax H3 in ComfyUI: pin the tail of the previous clip, picture and sound, so the next clip genuinel
comfyui-Qwen3-TTS-Multi-character	2446	8	2026-01-25	https://github.com/aistudynow/ComfyUI-Qwen3-TTS-Multi-character	ComfyUI nodes for Qwen3 TTS Multi character.
ComfyUI-QwenVL-Mod	2306	109	2026-09-07	https://github.com/huchukato/ComfyUI-QwenVL-Mod	Enhanced QwenVL node with MiniMax H3 loop mode and presets, multilingual prompt generation, camera & style tag dropdowns
saltai_whisper_transcribe	2283	1	2024-07-10	https://github.com/haohaocreates/PR-SaltAI_Whisper_Transcriber-e087b361	Transcribe videos or audio with Whisper, either locally or via OpenAI's API
ai_text_comfyui	2234	1	2025-06-05	https://github.com/Zch6111/AI_Text_Comfyui	AI_Text_Comfyui is a custom node for ComfyUI that connects to the OpenAI Chat API and automatically generates creative t
ComfyUI-World_weaver	2133	30	2026-06-04	https://github.com/Creepybits/World_weaver	Character Consistency System developed for ComfyUI.
ComfyUI-KaniTTS	2024	39	2025-10-02	https://github.com/wildminder/ComfyUI-KaniTTS	Kani TTS. Generate natural, high‑quality speech from text
ComfyUI-kokoro-TTS	2022	1	2025-03-12	https://github.com/Apache0ne/ComfyUI-kokoro	Kokoro is an open-weight TTS model with 82 million parameters.
comfyui-faster-whisper	1868	23		https://github.com/jhj0517/ComfyUI-faster-whisper	Nodes to use [a/faster-whisper](https://github.com/SYSTRAN/faster-whisper) for transcription.
comfyui-sparktts	1851	16	2025-03-09	https://github.com/civen-cn/ComfyUI_SparkTTS	Nodes related to [Spark-TTS](https://github.com/SparkAudio/Spark-TTS).
ComfyUI-FL-Qwen3TTS	1849	151	2026-04-25	https://github.com/filliptm/ComfyUI-FL-Qwen3TTS	Qwen3 TTS for ComfyUI - High-quality text-to-speech with voice cloning, voice design, and custom voices
step_audio_editx_sm	1801	28	2025-11-11	https://github.com/smthemex/ComfyUI_Step_Audio_EditX_SM	Step_Audio_EditX锛歵he first open-source LLM-based audio model excelling at expressive and iterative audio editing鈥攅ncompa
ComfyUI-AV-MegaTTS3	1795	0	2025-04-17	https://github.com/avenstack/ComfyUI-AV-MegaTTS3	🎧Ultra High-Quality Voice Cloning, Chinese and English.
comfyui-jen	1771	1	2024-08-05	https://github.com/futureversecom/ComfyUI-JEN	Comfy UI custom nodes for JEN music generation powered by Futureverse
ComfyUI_pyannote	1769	5	2025-10-27	https://github.com/ramesh-x90/ComfyUI_pyannote	This repository provides custom nodes for ComfyUI designed to process audio files, performing speaker diarization and in
DJZ-XTTS	1759	4	2025-02-09	https://github.com/MushroomFleet/DJZ-XTTS	Drift Johnson's XTTS nodes
ltx2.5-msr	1675	33	2026-09-21	https://github.com/liconstudio/ComfyUI-LTX2.5-MSR	Multi-reference image and optional AVref audio conditioning nodes for LTX-2.5 in ComfyUI.
comfyui-fl-fishspeech	1663	10	2026-04-25	https://github.com/filliptm/ComfyUI-FL-FishSpeech	FL FishSpeech - AI Text-to-Speech & Voice Cloning for ComfyUI. High-quality 44.1kHz speech synthesis with zero-shot voic
comfyui-llamacpp-plus	1658	2	2026-06-07	https://github.com/pointave/comfyui-llamacpp-plus	Access llama.cpp server and openai tts server, plus ease-of-life functionality
ComfyUI-HeartMuLa	1616	11		https://github.com/BobRandomNumber/ComfyUI-HeartMuLa	HeartMuLa audio generation and lyric transcription
comfyui-fl-yue2	1557	170	2026-09-11	https://github.com/filliptm/ComfyUI-FL-YuE2	YuE2 music generation, piano roll editing, and joint AR/NAR LoRA training for ComfyUI
whisper-simple	1488	0	2025-08-19	https://cnb.cool/qingqiua/ai/ComfyUI-Whisper-Simple	语音识别，添加字幕
scene_gen	1484	4	2025-11-28	https://github.com/lazniak/scene_gen	Transform your music into professional music videos with AI automation. This powerful node uses Gemini AI for intelligen
ComfyUI-Usgromana	1470	32	2026-06-16	https://github.com/DayMan84/ComfyUI-Usgromana	The next-generation security, governance, permissions, and multi‑user login control system for ComfyUI. Extension implem
comfyui-mittimi-load-preset	1458	1	2024-08-25	https://github.com/mittimi/ComfyUI_mittimiLoadPreset	The system selects and loads preset.
comfyui_remote_media_io	1436	2	2025-09-04	https://github.com/shellishack/comfyui_remote_media_io	Load media (image/video/audio) from remote URL, and save results to remote storage.
kokorotts-zh	1427	2	2025-05-02	https://github.com/ruanjianlun/ComfyUI-KokoroTTS-Zh	Kokoro TTS's Chinese comfyui node, 100 speakers
kyutaitts	1397	5	2025-07-09	https://github.com/BobRandomNumber/ComfyUI-KyutaiTTS	
comfyui-orpheus	1358	1	2025-03-29	https://github.com/AustinMroz/ComfyUI-Orpheus	Nodes for using Orpheus-TTS in ComfyUI
minimax-h3-seedance-music3-prompt-enhancer-t8	1306	313	2026-09-22	https://github.com/T8mars/comfyui-minimax-h3-prompt-enhancer-T8	Enhance MiniMax H3 and Seedance 2.0 video prompts, Music 3 and YuE2 music text, and Qwen Image 2.1 image prompts with cl
ComfyUI-Simple-LlamaCPP-Client	1280	4	2026-06-21	https://github.com/ai-joe-git/ComfyUI-Simple-LlamaCPP-Client	A ComfyUI custom node for llama.cpp router mode with support for chat, vision, audio, video, streaming, JSON mode, model
caption_to_audio	1279	1	2025-08-24	https://github.com/adithis197/ComfyUI-Caption_to_audio	Generates audio from music prompt using MusicGen
civitai-comfy-nodes	1273	49	2026-07-06	https://github.com/civitai/civitai-comfy-nodes	ComfyUI custom nodes for the Civitai Orchestration API — run Civitai recipes (image/video/audio generation, training, an
HunyuanVideo_Foley	1253	17	2026-02-18	https://github.com/BobRandomNumber/ComfyUI-HunyuanVideo_Foley	Generate high-fidelity, synchronized foley audio for any video directly within ComfyUI, powered by Tencent's HunyuanVide
ComfyUI-KittenTTS	1211	0	2025-08-07	https://github.com/1038lab/KittenTTS	ComfyUI-KittenTTS is a custom node for ComfyUI that integrates KittenTTS, a lightweight open-source TTS model with just 
batch_whisper_extension	1166	0	2025-11-18	https://github.com/Markus-Pasanen/batch_whisper_extension	A lightweight ComfyUI extension node that runs OpenAI Whisper to transcribe up to 3 audio inputs, merges and sorts times
Duck_Nodes	1147	4	2025-08-14	https://github.com/duckmartians/Duck_Nodes	Load data from Google Sheets, Google Docs, Excel, Word and TXT... Built-in login system for ComfyUI.
dia-mw	1128	11	2025-05-29	https://github.com/billwuhao/ComfyUI_Dia	Dia TTS model capable of generating ultra-realistic dialogue in one pass. ComfyUI node.
forgeai-heartmula	1080	1	2026-02-24	https://github.com/PavonicAI/ForgeAI-HeartMuLa	ComfyUI custom nodes for HeartMuLa AI music generation - optimized for 16 GB GPUs
minimax-director	1001	51	2026-09-13	https://github.com/imbutus/ComfyUI-MiniMaxDirector	Direct MiniMax H3 on a timeline instead of cramming everything into one prompt box. Lay shots, camera moves and audio cu
zhaoke1006-heartmula-comfyui	977	12	2026-01-21	https://github.com/DocWorkBox/HeartMuLa_ComfyUI	ComfyUI Custom Node for HeartMuLa AI Music Generation and Transcript Text (Low VRAM optimized)
comfyui-qwen3-tts-triton	957	4	2026-04-21	https://github.com/newgrit1004/ComfyUI-Qwen3-TTS-Triton	ComfyUI node wrapping qwen3-tts-triton for 7-mode Qwen3-TTS inference (Triton kernel fusion + TurboQuant KV cache)
egregora-audio-super-resolution	945	60	2026-02-03	https://github.com/lucasgattas/ComfyUI-Egregora-Audio-Super-Resolution	✨High‑quality music audio enhancement for ComfyUI: FlashSR Super‑Resolution + Fat Llama spectral enhancement (GPU & CPU)
ComfyUI-RT-HeartMuLa	933	11	2026-01-24	https://github.com/monnky/ComfyUI-RT-HeartMuLa	RT HeartMuLa is a powerful suite of multilingual AI music generation nodes for ComfyUI that enables the creation of prof
ComfyUI-MiniMaxH3-ChainDirector	876	21	2026-08-25	https://github.com/luxu1999/ComfyUI-MiniMaxH3-ChainDirector	MiniMax H3 Chain Director (CN/EN): auto split long video into r2v+i2v segments with first-frame locking, stitch video+au
Qwen3-TTS-Audio	826	3	2026-01-23	https://github.com/starsFriday/ComfyUI-Qwen3-TTS	Sound-related nodes for the Qwen3-TTS project
simple-video-effects	802	1	2026-05-19	https://github.com/scofano/ComfyUI-Simple-video-effects	25 lightweight ComfyUI nodes for video effects and utilities: zoom, camera movement, shake, close-up, overlays, transiti
sopranotts	802	2	2025-12-30	https://github.com/jo-nike/ComfyUI-SopranoTTS	ComfyUI custom nodes for Soprano TTS, a fast, lightweight text-to-speech model.
comfyui-kaola-moss-tts	765	3	2026-02-20	https://github.com/kana112233/ComfyUI-kaola-moss-tts	ComfyUI node for MOSS-TTSD (Text to Spoken Dialogue generation)
comfyui-kaola-soulx-singer	749	2	2026-02-17	https://github.com/kana112233/ComfyUI-kaola-soulX-Singer	ComfyUI nodes for SoulX-Singer, a high-quality singing voice synthesis system.
symbiotica	727	2	2026-08-19	https://github.com/symbiotica-ai/comfyui-nodes	All-in-one creative pack for ComfyUI: agent-based LLMs (Claude, Gemini, GPT, Grok), Wavespeed image and video generation
comfyui-path-sanitizer	720	0	2025-12-26	https://github.com/logicalor/comfyui_path_sanitizer	A ComfyUI custom node that sanitizes strings for use as filesystem paths
comfyui-gu_nodepack	701	2	2026-07-28	https://github.com/alexguryev/ComfyUI-GU_Nodepack	Several utility nodes for ComfyUI: LoRA management, image annotation, project organization, sampling utilities, system i
multimodal-captiontovideogen	694	1	2025-08-24	https://github.com/adithis197/ComfyUI-multimodal-CaptionToVideoGen	Converts image description to music prompt
ComfyUI_doubao_seed	685	19	2025-11-06	https://github.com/xuchenxu168/ComfyUI_doubao_seed	ComfyUI is a collection of custom nodes focused on the Doubao ecosystem of the Volcano Engine, providing comprehensive A
h3-reference-library	671	3	2026-08-19	https://github.com/nikaskeba/ComfyUI-H3-Reference-Library	Reusable tagged image and audio references for MiniMax H3 video workflows in ComfyUI.  Add as many references you want a
comfyui-elevenlabs-pro	671	1	2026-05-30	https://github.com/IxMxAMAR/ComfyUI-ElevenLabs-Pro	Full-featured ElevenLabs integration for ComfyUI - TTS, STS, SFX, Music, Voice Cloning, STT, Dialogue + audio utilities
Comfyui-Lyrics	659	2	2025-12-26	https://github.com/ahkimkoo/Comfyui-Lyrics	A ComfyUI custom node for generating dynamic scrolling lyrics videos with smooth animations. Supports audio-to-text tran
comfyui-feihou-easy-h3	649	50	2026-09-11	https://github.com/FX-FeiHou/ComfyUI-FeiHou-Easy-H3	MiniMax H3 generation for ComfyUI with an embedded 9-image, 3-video, and 3-audio reference gallery.
Higgs_v3-TTS-ComfyUI	622	74	2026-06-20	https://github.com/Saganaki22/Higgs_v3-TTS-ComfyUI	ComfyUI custom nodes for Higgs Audio v3 TTS with native inference, voice cloning, multi-speaker dialogue, longform chunk
muse-ltx-timeline	620	8	2026-07-04	https://github.com/muse-collective-26/muse-ltx-timeline	Standalone LTX 2.3 AV director with infinite chunking, visual timeline editor, lipsync, layered audio, and per-segment p
comfyui-image-oasis	616	24	2026-09-06	https://github.com/NikoDemon80/ComfyUI-Image-Oasis	Oasis Suite for ComfyUI: Image Oasis (all-in-one image gen), Video Oasis Viewer (preview/encode/scene bar/clip/movie), L
comfyui-kaola-heartmula	604	0	2026-02-12	https://github.com/kana112233/ComfyUI-kaola-heartMuLa	ComfyUI nodes for HeartMuLa - Music generation and lyrics transcription pipeline
pollinations-byop	603	4	2026-03-26	https://github.com/ChunkyPanda29/ComfyUI-Pollinations-BYOP	Premium Quad-Modal suite (Image, Video, Text, Audio) for Pollinations.ai. Includes native Settings menu integration, BYO
augment-ComfyUI	597	2	2026-03-14	https://github.com/augment-lib/augment-ComfyUI	Design-focused node suite for ComfyUI. Convert raster to vector with a built-in PNG to SVG pipeline — bring true vectori
